18500,0.3238
10600,0.3034
42600,0.3351
9100,0.3026
8400,0.3017
38900,0.3341
65400,0.3409
79400,0.3437
12200,0.3037
19900,0.324
65200,0.3409
6600,0.2812
47300,0.3357
51300,0.3359
15200,0.3231
17700,0.3236
73800,0.3437
43300,0.3351
23300,0.3244
61500,0.3408
8200,0.3009
28400,0.3271
42500,0.3351
16800,0.3235
17900,0.3237
56400,0.3405
49700,0.3359
34200,0.3314
27500,0.327
59700,0.3406
49400,0.3358
8500,0.3024
3000,0.2754
51800,0.3359
12600,0.3037
58700,0.3406
56500,0.3405
81900,0.3459
63800,0.3409
10800,0.3034
41600,0.3351
58300,0.3406
7700,0.3009
68600,0.341
42300,0.3351
48300,0.3358
70000,0.341
25300,0.3254
41300,0.3351
2100,0.275
77100,0.3437
70200,0.341
15700,0.3231
35000,0.3332
74400,0.3437
55100,0.3362
43800,0.3352
69700,0.341
32100,0.3312
19400,0.3239
53900,0.3359
56100,0.3365
28100,0.327
77400,0.3437
73300,0.3437
33100,0.3314
36200,0.3333
58800,0.3406
60800,0.3408
50100,0.3359
27900,0.327
66300,0.341
32600,0.3312
26900,0.327
36700,0.3338
80000,0.3437
73100,0.3437
64100,0.3409
13500,0.3049
51500,0.3359
71600,0.3424
12700,0.3037
32400,0.3312
52300,0.3359
17600,0.3236
40900,0.3344
37900,0.3341
62800,0.3409
4300,0.28
58100,0.3406
15600,0.3231
8300,0.3009
11900,0.3037
22000,0.3241
31000,0.3312
20100,0.324
8800,0.3025
39900,0.3342
64400,0.3409
82800,0.3459
28700,0.3271
10900,0.3034
1800,0.218
47900,0.3358
76600,0.3437
73200,0.3437
42100,0.3351
59200,0.3406
24200,0.3244
42400,0.3351
71300,0.3415
39500,0.3342
11100,0.3034
67100,0.341
28000,0.327
65900,0.341
100,0.21
66900,0.341
45800,0.3355
38700,0.3341
55900,0.3365
19700,0.324
74900,0.3437
25700,0.3259
75300,0.3437
36600,0.3338
80400,0.3437
64600,0.3409
11400,0.3037
52200,0.3359
51900,0.3359
66200,0.341
20700,0.324
22700,0.3241
6500,0.2811
80200,0.3437
69900,0.341
30100,0.3308
47800,0.3358
46200,0.3355
200,0.2109
39800,0.3342
46300,0.3355
14900,0.3228
54900,0.3362
57300,0.3405
19200,0.3239
20400,0.324
8900,0.3025
46000,0.3355
67700,0.341
72700,0.3437
26000,0.3268
31100,0.3312
62700,0.3409
1400,0.2177
9500,0.303
72300,0.3435
64900,0.3409
7300,0.2814
34500,0.3315
35500,0.3332
60200,0.3408
6300,0.2811
77700,0.3437
17500,0.3236
60900,0.3408
30800,0.3309
82500,0.3459
6900,0.2812
55200,0.3362
54400,0.3361
27300,0.327
59600,0.3406
44900,0.3355
34400,0.3314
34100,0.3314
21700,0.3241
81300,0.3458
64500,0.3409
79200,0.3437
9000,0.3026
80700,0.3437
24400,0.3245
38100,0.3341
4500,0.2803
75600,0.3437
15300,0.3231
3200,0.2755
27400,0.327
73700,0.3437
43200,0.3351
48000,0.3358
65700,0.3409
24800,0.3247
26300,0.3269
50200,0.3359
47500,0.3358
23500,0.3244
54200,0.3361
14500,0.3066
43900,0.3352
63200,0.3409
58600,0.3406
63400,0.3409
26700,0.327
59900,0.3406
48600,0.3358
35400,0.3332
12300,0.3037
64700,0.3409
5400,0.2809
76000,0.3437
20000,0.324
68200,0.341
19600,0.324
11500,0.3037
44700,0.3353
52600,0.3359
40800,0.3344
9600,0.303
3100,0.2755
33600,0.3314
10700,0.3034
51600,0.3359
78700,0.3437
9200,0.3026
74800,0.3437
83300,0.3459
41900,0.3351
83200,0.3459
26600,0.3269
46900,0.3357
70100,0.341
77800,0.3437
43400,0.3351
32200,0.3312
47600,0.3358
56700,0.3405
53400,0.3359
38300,0.3341
71000,0.3415
37000,0.3338
51000,0.3359
73500,0.3437
78000,0.3437
15400,0.3231
29100,0.3271
30700,0.3309
63000,0.3409
27200,0.327
25200,0.3254
45400,0.3355
14400,0.3065
23900,0.3244
8600,0.3025
73000,0.3437
23800,0.3244
57700,0.3405
72500,0.3437
58200,0.3406
62600,0.3409
25600,0.3259
74600,0.3437
4600,0.2803
81000,0.3458
2900,0.2754
14700,0.3066
41500,0.3351
78400,0.3437
44800,0.3355
5600,0.2811
38800,0.3341
14100,0.3049
21100,0.324
36300,0.3333
1700,0.218
1600,0.2179
27800,0.327
56900,0.3405
36100,0.3333
55300,0.3362
19100,0.3239
65300,0.3409
22300,0.3241
4100,0.28
50000,0.3359
6100,0.2811
60700,0.3408
76200,0.3437
45200,0.3355
29200,0.3271
68700,0.341
36500,0.3333
56600,0.3405
18200,0.3237
81700,0.3458
40600,0.3344
30900,0.3312
81800,0.3458
71800,0.3424
26200,0.3268
5700,0.2811
77000,0.3437
2200,0.275
36800,0.3338
49000,0.3358
66700,0.341
37600,0.3341
32800,0.3313
13800,0.3049
29500,0.3271
69600,0.341
80800,0.3437
37500,0.3341
39000,0.3342
39400,0.3342
23100,0.3244
50900,0.3359
45700,0.3355
3900,0.2765
66400,0.341
76400,0.3437
20500,0.324
59100,0.3406
6400,0.2811
37700,0.3341
54800,0.3361
300,0.213
35200,0.3332
30500,0.3309
43100,0.3351
4900,0.2805
24500,0.3246
16900,0.3235
68000,0.341
43500,0.3351
79000,0.3437
60000,0.3408
44400,0.3353
33200,0.3314
45500,0.3355
82700,0.3459
8100,0.3009
40100,0.3342
12100,0.3037
73400,0.3437
13900,0.3049
16000,0.3234
57200,0.3405
75900,0.3437
39300,0.3342
8700,0.3025
25800,0.3268
2000,0.2183
62500,0.3409
74300,0.3437
59300,0.3406
65100,0.3409
700,0.2148
63500,0.3409
24900,0.3254
2600,0.275
40500,0.3344
80100,0.3437
3500,0.2763
81100,0.3458
6800,0.2812
79100,0.3437
35800,0.3333
18400,0.3237
48700,0.3358
63100,0.3409
72000,0.3424
45900,0.3355
23400,0.3244
31700,0.3312
31300,0.3312
11200,0.3034
63600,0.3409
76800,0.3437
52400,0.3359
68100,0.341
41000,0.3344
5500,0.2809
82600,0.3459
16100,0.3235
15500,0.3231
900,0.2159
5000,0.2805
7600,0.3008
43600,0.3352
69200,0.341
23000,0.3244
56300,0.3365
10500,0.3034
67800,0.341
21800,0.3241
25000,0.3254
45100,0.3355
50500,0.3359
72900,0.3437
2800,0.2754
83100,0.3459
78500,0.3437
61000,0.3408
33800,0.3314
37800,0.3341
53300,0.3359
18600,0.3238
42900,0.3351
79900,0.3437
36000,0.3333
7100,0.2813
41100,0.3344
32500,0.3312
58900,0.3406
47400,0.3357
65500,0.3409
66000,0.341
28800,0.3271
5900,0.2811
78200,0.3437
17400,0.3236
57000,0.3405
11000,0.3034
53600,0.3359
5100,0.2805
78300,0.3437
21000,0.324
48400,0.3358
27700,0.327
55600,0.3363
13300,0.3048
76700,0.3437
55000,0.3362
54100,0.3361
25900,0.3268
31200,0.3312
67200,0.341
39200,0.3342
7200,0.2813
800,0.215
79300,0.3437
49500,0.3358
44300,0.3353
83000,0.3459
10200,0.3031
25100,0.3254
2300,0.275
54000,0.3359
69400,0.341
73600,0.3437
2400,0.275
43000,0.3351
15100,0.3231
18100,0.3237
36400,0.3333
22900,0.3244
14000,0.3049
69800,0.341
19800,0.324
49900,0.3359
57500,0.3405
28900,0.3271
21600,0.3241
21400,0.324
47700,0.3358
61100,0.3408
11700,0.3037
59800,0.3406
75400,0.3437
