5520,0.335
2400,0.3257
4860,0.333
5570,0.335
6130,0.3356
3230,0.3308
6770,0.336
8470,0.3412
5830,0.3353
7760,0.3403
6530,0.3359
4560,0.3326
6230,0.3356
7520,0.3382
200,0.2355
1560,0.2874
3340,0.331
300,0.2384
140,0.234
5530,0.335
7390,0.3381
2070,0.3251
7010,0.3366
740,0.2687
5090,0.3331
8992,0.3415
4300,0.3326
5420,0.3349
6170,0.3356
2330,0.3257
120,0.2337
8080,0.3406
8780,0.3414
3960,0.3321
4150,0.3322
1140,0.2865
7820,0.3403
8000,0.3406
4160,0.3322
550,0.2418
2380,0.3257
5450,0.3349
3760,0.3321
5770,0.3352
4960,0.333
4360,0.3326
1360,0.2873
3090,0.3303
4520,0.3326
5240,0.3349
8820,0.3414
8630,0.3413
8760,0.3414
4280,0.3326
4310,0.3326
8930,0.3414
6350,0.3358
7560,0.3382
3140,0.3307
6310,0.3358
2010,0.3249
6180,0.3356
2920,0.3286
7990,0.3406
5620,0.335
7070,0.3366
5870,0.3353
4000,0.3322
970,0.286
4710,0.3328
3370,0.331
2990,0.3287
5600,0.335
6020,0.3353
1090,0.2864
3180,0.3307
7120,0.3366
480,0.2414
5540,0.335
5340,0.3349
1620,0.2876
2300,0.3254
5680,0.3351
7840,0.3404
8870,0.3414
7190,0.3376
3970,0.3321
3520,0.3321
7530,0.3382
4230,0.3326
30,0.2128
1880,0.3248
3650,0.3321
690,0.2687
7260,0.3377
3330,0.331
2780,0.3274
3850,0.3321
4480,0.3326
2710,0.3274
4570,0.3326
4390,0.3326
7620,0.3387
2580,0.3272
8100,0.3407
7380,0.3381
2810,0.328
5890,0.3353
760,0.2687
8150,0.3407
6840,0.336
8200,0.3407
7510,0.3382
1150,0.2871
2470,0.3272
3980,0.3321
880,0.27
4870,0.333
6070,0.3356
590,0.2678
520,0.2414
1600,0.2874
4340,0.3326
4990,0.333
3150,0.3307
8250,0.3407
8650,0.3413
4630,0.3326
4060,0.3322
2740,0.3274
3460,0.331
2590,0.3272
7780,0.3403
8320,0.3407
6850,0.3361
5920,0.3353
8330,0.3407
5190,0.3331
3540,0.3321
2020,0.3249
1380,0.2873
4820,0.3329
7950,0.3404
6900,0.3362
2960,0.3286
4050,0.3322
6720,0.336
5220,0.3349
6200,0.3356
1350,0.2872
2560,0.3272
4760,0.3329
5640,0.335
3790,0.3321
5710,0.3351
1120,0.2865
490,0.2414
1980,0.3248
7400,0.3381
6400,0.3359
8560,0.3413
5630,0.335
3400,0.331
2840,0.3285
7140,0.3367
1640,0.2876
1370,0.2873
2660,0.3273
3060,0.3302
4840,0.333
1590,0.2874
1450,0.2874
7490,0.3382
720,0.2687
7910,0.3404
4110,0.3322
910,0.2702
8850,0.3414
5740,0.3351
8770,0.3414
3020,0.3287
1520,0.2874
5860,0.3353
1410,0.2874
6750,0.336
3630,0.3321
350,0.2385
2530,0.3272
5800,0.3352
1190,0.2871
1760,0.2877
1170,0.2871
2480,0.3272
1060,0.2864
4910,0.333
1830,0.3235
890,0.2702
8510,0.3412
2220,0.3254
1040,0.2863
1130,0.2865
2760,0.3274
6590,0.3359
6300,0.3356
190,0.2346
4020,0.3322
1470,0.2874
3290,0.3309
2460,0.3272
630,0.268
60,0.2144
6440,0.3359
5670,0.3351
6520,0.3359
2500,0.3272
8880,0.3414
7550,0.3382
7670,0.3387
7930,0.3404
3860,0.3321
1180,0.2871
8690,0.3414
8120,0.3407
5790,0.3352
50,0.214
3170,0.3307
7150,0.3367
5990,0.3353
1850,0.3248
5370,0.3349
4400,0.3326
8900,0.3414
800,0.2688
8940,0.3415
7890,0.3404
70,0.2145
7630,0.3387
1430,0.2874
7200,0.3376
80,0.2146
7700,0.3387
410,0.239
1840,0.3237
4750,0.3329
7180,0.3367
4550,0.3326
2150,0.3252
5270,0.3349
180,0.2345
1790,0.2877
7790,0.3403
7440,0.3382
2110,0.3252
5260,0.3349
8060,0.3406
8480,0.3412
5390,0.3349
6060,0.3356
5050,0.3331
3490,0.3321
530,0.2415
6010,0.3353
2640,0.3273
5590,0.335
2800,0.328
1820,0.3224
1920,0.3248
1230,0.2871
8410,0.3407
8730,0.3414
7900,0.3404
8070,0.3406
1000,0.2861
7880,0.3404
3690,0.3321
4610,0.3326
4240,0.3326
330,0.2385
660,0.2685
1750,0.2877
5030,0.3331
2680,0.3274
7720,0.3387
5160,0.3331
2280,0.3254
2690,0.3274
3500,0.3321
4220,0.3326
580,0.2678
4070,0.3322
5460,0.3349
3040,0.3287
5180,0.3331
3240,0.3308
6920,0.3362
6460,0.3359
4410,0.3326
3820,0.3321
4600,0.3326
40,0.2135
2180,0.3252
7220,0.3376
1650,0.2876
3920,0.3321
5110,0.3331
3870,0.3321
2160,0.3252
4190,0.3323
6610,0.336
2670,0.3274
4030,0.3322
900,0.2702
2050,0.325
2320,0.3257
470,0.2414
1030,0.2863
1200,0.2871
7580,0.3382
1900,0.3248
3930,0.3321
3440,0.331
2610,0.3272
5120,0.3331
2510,0.3272
8890,0.3414
5730,0.3351
3420,0.331
780,0.2687
10,0.2023
360,0.2385
6700,0.336
6690,0.336
2200,0.3252
8680,0.3414
1210,0.2871
6340,0.3358
8910,0.3414
7210,0.3376
1480,0.2874
1870,0.3248
2970,0.3287
7270,0.3377
670,0.2685
4810,0.3329
620,0.268
7410,0.3381
4460,0.3326
2270,0.3254
5780,0.3352
7300,0.3377
90,0.2146
6940,0.3362
3910,0.3321
6550,0.3359
7640,0.3387
5380,0.3349
610,0.268
8050,0.3406
6860,0.3361
1730,0.2877
