10,0,0
20,5788,0
30,6231,0
40,6393,0
50,6889,0
60,7161,0
70,7363,0
80,7647,0
90,7647,0
100,7676,0
110,7894,0
120,7922,0
130,7922,0
140,8066,0
150,8085,0
160,8554,0
170,8605,0
180,8638,0
190,8776,0
200,8796,0
210,8891,0
220,8915,0
230,9568,0
240,9576,0
250,9787,0
260,9792,0
270,9794,0
280,9794,0
290,9795,0
300,9819,0
310,9841,0
320,9953,0
330,10009,0
340,10042,0
350,10153,0
360,10178,0
370,10179,0
380,10196,0
390,10222,0
400,10231,0
410,10353,0
420,10372,0
430,10372,0
440,10425,0
450,10432,0
460,10510,0
470,10511,0
480,10540,0
490,10619,0
500,10654,0
510,10694,0
520,10703,0
530,10713,0
540,10876,0
550,10884,0
560,10922,0
570,10924,0
580,10934,0
590,10934,0
600,10965,0
610,11037,0
620,11105,0
630,11623,0
640,11673,0
650,11673,0
660,11683,0
670,11705,0
680,11767,0
690,11767,0
700,13461,0
710,13463,0
720,13513,0
730,13531,0
740,13531,0
750,13534,0
760,13534,0
770,13534,0
780,13534,0
790,13658,0
800,13658,0
810,13658,0
820,13658,0
830,13658,0
840,14514,0
850,14514,0
860,14514,0
870,14524,0
880,14686,0
890,14694,0
900,14698,0
910,15399,0
920,15403,0
930,15403,0
940,15403,0
950,15420,0
960,15437,0
970,15437,0
980,15437,0
990,15437,0
1000,15440,0
1010,15451,0
1020,15451,0
1030,15451,0
1040,15462,0
1050,16039,0
1060,16039,0
1070,16039,0
1080,16058,0
1090,16058,0
1100,16102,0
1110,16102,0
1120,16116,0
1130,16116,0
1140,16311,0
1150,16313,0
1160,16313,0
1170,16313,0
1180,16321,0
1190,16321,0
1200,16321,0
1210,16337,0
1220,16366,0
1230,16366,0
1240,16382,0
1250,16382,0
1260,16382,0
1270,16390,0
1280,16390,0
1290,16402,0
1300,16412,0
1310,16412,0
1320,16412,0
1330,16412,0
1340,16424,0
1350,16424,0
1360,16424,0
1370,16428,0
1380,16431,0
1390,16432,0
1400,16445,0
1410,16460,0
1420,16460,0
1430,17122,0
1440,17122,0
1450,17126,0
1460,17135,0
1470,17135,0
1480,17135,0
1490,17135,0
1500,17143,0
1510,17324,0
1520,17543,0
1530,18472,0
1540,18538,0
1550,18552,0
1560,18553,0
1570,18560,0
1580,18573,0
1590,18573,0
1600,18573,0
1610,18582,0
1620,18582,0
1630,18593,0
1640,18593,0
1650,18595,0
1660,18602,0
1670,18602,0
1680,18602,0
1690,18607,0
1700,18608,0
1710,18625,0
1720,18625,0
1730,18625,0
1740,18625,0
1750,18631,0
1760,18631,0
1770,18631,0
1780,18631,0
1790,18631,0
1800,18659,0
1810,18702,0
1820,18744,0
1830,18860,0
1840,18861,0
1850,18863,0
1860,18863,0
1870,18863,0
1880,18949,0
1890,18949,0
1900,18949,0
1910,18964,0
1920,18972,0
1930,18975,0
1940,18986,0
1950,18996,0
1960,19006,0
1970,19017,0
1980,19089,0
1990,19089,0
2000,19089,0
2010,19089,0
2020,19090,0
2030,19090,0
2040,19090,0
2050,19090,0
2060,19090,0
2070,19090,0
2080,19093,0
2090,19097,0
2100,19097,0
2110,19111,0
2120,19111,0
2130,19147,0
2140,19149,0
2150,19176,0
2160,19180,0
2170,19182,0
2180,19183,0
2190,19183,0
2200,19356,0
2210,19446,0
2220,19462,0
2230,19462,0
2240,19462,0
2250,19468,0
2260,19508,0
2270,19512,0
2280,19535,0
2290,19543,0
2300,19543,0
2310,19543,0
2320,19548,0
2330,19549,0
2340,19549,0
2350,19549,0
2360,19549,0
2370,21192,0
2380,21192,0
2390,21192,0
2400,21225,0
2410,21238,0
2420,21253,0
2430,21254,0
2440,21254,0
2450,21255,0
2460,21255,0
2470,21255,0
2480,21255,0
2490,21255,0
2500,21255,0
2510,21255,0
2520,21256,0
2530,21256,0
2540,21256,0
2550,21256,0
2560,21258,0
2570,21258,0
2580,21258,0
2590,21258,0
2600,21259,0
2610,21259,0
2620,21259,0
2630,21259,0
2640,21259,0
2650,21259,0
2660,21298,0
2670,21298,0
2680,21356,0
2690,21403,0
2700,21417,0
2710,21417,0
2720,21417,0
2730,21417,0
2740,21417,0
2750,21423,0
2760,21432,0
2770,21432,0
2780,21432,0
2790,21432,0
2800,21432,0
2810,21432,0
2820,21432,0
2830,21436,0
2840,21437,0
2850,21437,0
2860,21437,0
2870,21448,0
2880,21448,0
2890,21452,0
2900,21485,0
2910,21522,0
2920,21522,0
2930,21522,0
2940,21536,0
2950,21536,0
2960,21536,0
2970,21536,0
2980,21538,0
2990,21538,0
3000,21591,0
3010,21591,0
3020,21591,0
3030,21591,0
3040,21591,0
3050,21652,0
3060,21663,0
3070,21663,0
3080,21663,0
3090,21663,0
3100,21663,0
3110,21663,0
3120,21663,0
3130,21664,0
3140,21665,0
3150,21668,0
3160,21668,0
3170,21670,0
3180,21670,0
3190,21670,0
3200,21735,0
3210,21735,0
3220,21735,0
3230,21756,0
3240,21782,0
3250,21782,0
3260,21787,0
3270,21787,0
3280,21790,0
3290,21790,0
3300,22606,0
3310,22630,0
3320,22630,0
3330,22630,0
3340,22665,0
3350,22670,0
3360,22670,0
3370,22676,0
3380,22677,0
3390,22677,0
3400,22677,0
3410,22678,0
3420,22678,0
3430,22678,0
3440,22678,0
3450,22678,0
3460,22678,0
3470,22678,0
3480,22678,0
3490,22678,0
3500,22678,0
3510,22679,0
3520,22679,0
3530,22682,0
3540,22733,0
3550,22733,0
3560,22733,0
3570,22735,0
3580,22795,0
3590,22795,0
3600,22795,0
3610,22795,0
3620,22795,0
3630,22795,0
3640,22796,0
3650,22827,0
3660,22929,0
3670,22929,0
3680,22929,0
3690,22929,0
3700,23398,0
3710,23398,0
3720,23398,0
3730,23400,0
3740,23400,0
3750,23400,0
3760,23400,0
3770,23410,0
3780,23412,0
3790,23419,0
3800,23419,0
3810,23419,0
3820,23419,0
3830,31089,0
3840,31089,0
3850,31090,0
3860,31090,0
3870,31090,0
3880,31090,0
3890,31090,0
3900,31090,0
3910,31090,0
3920,31110,0
3930,31110,0
3940,31110,0
3950,31110,0
