100,140614,16745,237.76197218894958
200,145716,17046,83.5364785194397
300,151174,17543,117.26853108406067
400,153300,17692,111.62838101387024
500,155387,17927,99.61225724220276
600,159202,18029,127.81623864173889
700,159994,18126,139.34416723251343
800,162378,18243,159.5401017665863
900,163367,18292,127.88002896308899
1000,163995,18391,132.3279926776886
1100,166003,18544,97.11143589019775
1200,166534,18568,78.51981258392334
1300,167586,18631,118.30304884910583
1400,168465,18679,95.00834512710571
1500,168614,18682,109.29136323928833
1600,168731,18684,142.28006672859192
1700,169124,18717,123.05607771873474
1800,169274,18724,96.74031829833984
1900,170143,18795,162.868727684021
2000,170284,18799,138.76429057121277
2100,170519,18842,147.64017605781555
2200,172330,18981,105.30826163291931
2300,172588,18990,159.97652435302734
2400,173895,19118,130.82049703598022
2500,174104,19145,111.52445197105408
2600,174369,19176,115.53248572349548
2700,174570,19183,113.53248810768127
2800,174663,19186,138.61635756492615
2900,174725,19189,137.6121962070465
3000,174962,19203,143.15229415893555
3100,175078,19205,137.87234926223755
3200,175141,19206,107.46830677986145
3300,175320,19220,98.61230301856995
3400,175456,19226,171.52856516838074
3500,175614,19230,107.45237350463867
3600,175702,19230,125.52445077896118
3700,175912,19237,104.7923858165741
3800,175948,19237,116.90843868255615
3900,176226,19245,115.48844027519226
4000,176376,19246,119.38046050071716
4100,176456,19249,109.53242683410645
4200,176500,19250,108.53242588043213
4300,176824,19271,110.34443545341492
4400,176899,19273,107.12042474746704
4500,177373,19318,116.34354066848755
4600,177403,19319,130.80280017852783
4700,177410,19319,117.57521104812622
4800,177446,19320,96.68351531028748
4900,177645,19331,140.73550391197205
5000,178118,19390,110.53174948692322
5100,178158,19391,110.74384593963623
5200,178245,19394,141.4279146194458
5300,178310,19395,123.86800575256348
5400,178389,19401,113.55205655097961
5500,178550,19458,117.2240993976593
5600,178660,19468,154.82418084144592
5700,178814,19480,80.68011212348938
5800,178843,19480,73.4521107673645
5900,178865,19480,110.9521803855896
6000,178930,19484,144.82825469970703
6100,178951,19484,129.34824180603027
6200,179059,19485,161.64785814285278
6300,179108,19485,105.15560984611511
6400,179130,19485,108.97569441795349
6500,179272,19499,141.82372212409973
6600,179304,19500,93.13987588882446
6700,179327,19500,112.52789998054504
6800,179352,19500,117.29994225502014
6900,179455,19501,114.89998030662537
7000,179538,19503,124.7480115890503
7100,179566,19503,118.00803565979004
7200,179676,19505,112.54005193710327
7300,179733,19505,106.07206201553345
7400,179853,19510,148.31610298156738
7500,179855,19510,92.78407216072083
7600,179933,19518,86.12007141113281
7700,180077,19531,100.70008778572083
7800,180168,19533,127.62411665916443
7900,180333,19546,80.75607657432556
8000,180358,19547,76.19207382202148
8100,180442,19564,78.98783540725708
8200,180578,19578,138.65172505378723
8300,180663,19581,139.89181065559387
8400,181073,19610,142.6238763332367
8500,181101,19611,97.09194684028625
8600,181170,19611,132.59195971488953
8700,181226,19611,108.5199887752533
8800,181285,19612,135.6560082435608
8900,181414,19615,108.72802019119263
9000,181464,19615,120.89603424072266
9100,181626,19625,120.31604361534119
9200,181813,19648,133.0040566921234
9300,181830,19648,104.74804973602295
9400,181887,19652,119.26806116104126
9500,181907,19652,108.43605852127075
9600,181943,19655,90.34805083274841
9700,182039,19658,131.4520764350891
9800,182259,19672,120.43675947189331
9900,182512,19682,127.0251133441925
10000,182703,19692,117.17686462402344
10100,182745,19693,136.36485290527344
10200,182789,19694,118.84863805770874
10300,182793,19694,141.5406608581543
10400,182811,19695,135.84055590629578
10500,182841,19696,116.41642951965332
10600,182882,19697,118.74440264701843
10700,182918,19698,88.51228165626526
10800,182999,19699,106.30432105064392
10900,183007,19701,130.78837394714355
11000,183021,19701,106.9682924747467
11100,183043,19701,129.44434070587158
11200,183073,19701,130.46833205223083
11300,183120,19702,148.18036675453186
11400,183136,19702,83.3562023639679
11500,183170,19706,101.49973392486572
11600,183267,19733,120.85112380981445
11700,183360,19737,97.23543953895569
11800,183401,19740,128.56341695785522
11900,183443,19741,137.85953307151794
12000,183480,19743,108.99572134017944
12100,183483,19743,122.88376116752625
12200,183576,19750,165.6717758178711
12300,183608,19750,115.86389446258545
12400,183619,19750,130.86391949653625
12500,183742,19762,114.69195604324341
12600,183747,19762,119.32797527313232
12700,183845,19766,91.68399262428284
12800,183862,19766,94.36000108718872
12900,183866,19766,112.22001075744629
13000,183876,19766,116.04401969909668
13100,183926,19769,124.47202920913696
13200,183980,19769,145.65597367286682
13300,184046,19770,108.83981037139893
13400,184079,19771,129.21182322502136
13500,184095,19773,160.53983736038208
13600,184205,19778,159.27988529205322
13700,184262,19781,145.5439248085022
13800,184324,19783,149.17594504356384
13900,184889,19863,154.1719605922699
14000,184905,19863,93.5479826927185
14100,184936,19865,103.58398580551147
14200,184945,19865,95.73199033737183
14300,184945,19865,123.70399165153503
14400,184983,19867,100.00799584388733
14500,185036,19868,136.2479977607727
14600,185144,19880,110.60000038146973
14700,185156,19880,76.45200109481812
14800,185202,19882,142.75200366973877
14900,185220,19882,117.28414058685303
15000,185284,19887,123.77620482444763
15100,185298,19888,76.49610924720764
15200,185299,19888,102.70812940597534
15300,185303,19888,118.00012850761414
15400,185329,19891,100.43609571456909
15500,185354,19891,114.08409643173218
15600,185363,19891,105.368079662323
15700,185388,19891,147.42409944534302
15800,185451,19892,139.08408379554749
15900,185461,19892,140.06807708740234
16000,185486,19893,101.47205233573914
16100,185497,19893,112.12805485725403
16200,185549,19895,111.74005222320557
16300,185579,19896,93.64004254341125
16400,185627,19898,114.65605044364929
16500,185710,19901,125.96005368232727
16600,185740,19902,129.77205419540405
16700,185748,19902,127.07211184501648
16800,185748,19902,131.58411240577698
16900,185752,19902,99.21207666397095
17000,185800,19903,119.7360851764679
17100,185808,19903,89.92005968093872
17200,185924,19911,122.78007650375366
17300,185974,19911,135.02007913589478
17400,185991,19911,111.34806203842163
17500,185992,19911,98.34405279159546
17600,186006,19913,128.13206672668457
17700,186067,19915,106.92405438423157
17800,186072,19916,108.76805377006531
17900,186100,19916,113.95605564117432
18000,186111,19916,78.00803756713867
18100,186154,19918,136.13206481933594
18200,186156,19918,84.38403987884521
18300,186210,19918,104.27604866027832
18400,186261,19919,142.900066614151
18500,186318,19921,123.03605675697327
18600,186331,19921,110.82405090332031
18700,186335,19921,136.75606274604797
18800,186387,19925,103.77604746818542
18900,186391,19925,111.92405104637146
19000,186402,19926,116.94805312156677
19100,186410,19926,140.86006426811218
19200,186434,19926,149.00806760787964
19300,186457,19926,111.90805077552795
19400,186458,19926,129.33605861663818
19500,186593,19932,115.60805225372314
19600,186599,19932,96.54004383087158
19700,186636,19932,117.50805330276489
19800,186666,19933,86.27603888511658
19900,186667,19933,120.26405453681946
20000,186687,19934,82.5520372390747
20100,186695,19934,101.85604619979858
20200,186706,19934,97.63204407691956
20300,186730,19934,148.432067155838
20400,186730,19934,121.88805532455444
20500,186735,19934,132.05605959892273
20600,186751,19934,95.85604333877563
20700,186751,19934,105.64004778862
20800,187053,19955,96.8520438671112
20900,187060,19955,112.9600510597229
21000,187069,19955,87.06003952026367
21100,187071,19955,120.78405451774597
21200,187092,19955,97.20004391670227
21300,187315,19966,119.46005415916443
21400,187324,19967,81.79603695869446
21500,187340,19967,76.45603466033936
21600,187369,19967,87.1480393409729
21700,187370,19967,76.39203453063965
21800,187385,19967,72.48803281784058
21900,187388,19967,86.82403922080994
22000,187398,19967,71.82403254508972
22100,187969,20008,77.35203504562378
22200,187990,20009,82.5560371875763
22300,187996,20009,76.81203484535217
22400,188025,20011,98.48004460334778
22500,188026,20011,78.50003552436829
22600,188148,20021,76.18003439903259
22700,188169,20021,82.60403728485107
22800,188180,20022,57.04802584648132
22900,188265,20029,79.29203581809998
23000,188277,20029,74.3280336856842
23100,188310,20030,88.61603999137878
23200,188348,20030,88.19603991508484
23300,188361,20030,70.94803214073181
23400,188375,20030,96.64804363250732
23500,188387,20030,77.53603506088257
23600,188421,20031,78.67203569412231
23700,188425,20031,79.22803568840027
23800,188533,20032,75.53603434562683
23900,188549,20032,81.39603662490845
24000,189165,20047,86.36003923416138
24100,189458,20066,95.96004343032837
24200,189461,20067,98.13604426383972
24300,189461,20067,78.7920355796814
24400,189471,20068,63.33202862739563
24500,189521,20068,65.30402970314026
24600,189531,20068,77.18403482437134
24700,189541,20068,83.25603771209717
24800,189549,20068,97.82804417610168
24900,189590,20070,97.2160439491272
25000,189613,20072,88.36192917823792
25100,189682,20072,77.84575939178467
25200,189707,20073,88.58575201034546
25300,189718,20074,68.4331967830658
25400,189802,20081,110.71369361877441
25500,189831,20081,67.43290615081787
